file_id,gender,age,race,race4,hair_color
46243,Male,20-29,White,White,blond
35989,Male,3-9,White,White,blond
48987,Male,20-29,White,White,brown
31400,Male,20-29,East Asian,Asian,black
20190,Male,60-69,White,White,gray
47670,Male,20-29,East Asian,Asian,brown
11103,Female,3-9,Latino_Hispanic,White,brown
68205,Male,10-19,East Asian,Asian,black
29801,Male,50-59,White,White,brown
21582,Male,10-19,White,White,blond
37311,Female,3-9,White,Asian,blond
18879,Female,3-9,White,White,brown
46280,Male,40-49,White,White,brown
10052,Male,40-49,White,White,gray
26646,Male,3-9,White,White,blond
16659,Male,20-29,East Asian,Asian,brown
07167,Male,50-59,White,White,gray
40123,Male,20-29,White,White,black
48949,Female,70+,White,White,gray
63884,Male,10-19,East Asian,White,brown
05984,Male,0-2,White,White,other
69001,Male,70+,White,White,gray
02831,Male,20-29,White,White,brown
25708,Female,20-29,White,White,brown
49645,Male,0-2,White,White,blond
50634,Male,20-29,White,White,black
63647,Male,40-49,East Asian,Asian,black
21664,Male,60-69,Black,Black,bald
04422,Male,50-59,White,White,brown
13798,Male,20-29,White,White,brown
11501,Female,30-39,East Asian,Asian,brown
68676,Male,50-59,White,White,gray
48573,Male,30-39,White,Asian,black
33249,Male,50-59,East Asian,Asian,brown
54255,Male,60-69,White,White,gray
17968,Female,70+,White,White,brown
32829,Male,50-59,White,White,bald
15769,Male,20-29,White,White,blond
39564,Male,20-29,Black,Asian,black
67050,Female,20-29,White,White,blond
40924,Male,30-39,Black,Black,bald
23976,Male,3-9,White,White,brown
52130,Male,50-59,White,White,bald
16652,Male,10-19,White,White,brown
48041,Male,50-59,Latino_Hispanic,White,brown
18958,Female,3-9,White,White,brown
41210,Male,20-29,White,White,brown
45075,Male,30-39,Black,White,bald
35704,Male,3-9,White,White,blond
65990,Male,50-59,White,White,brown
61778,Male,20-29,Indian,Indian,blond
40844,Male,10-19,White,White,black
10483,Male,0-2,White,White,brown
59373,Male,40-49,White,White,brown
10125,Female,10-19,Black,White,brown
16919,Male,50-59,White,White,blond
58008,Male,20-29,White,White,brown
37084,Male,0-2,White,White,blond
24044,Male,20-29,Southeast Asian,Asian,black
43539,Male,3-9,Southeast Asian,Asian,black
60224,Female,3-9,White,White,brown
59910,Male,30-39,White,White,black
58125,Male,40-49,Latino_Hispanic,Indian,black
43582,Male,40-49,White,White,black
11601,Male,50-59,White,White,black
10135,Male,20-29,White,White,gray
67413,Male,0-2,White,White,brown
03178,Male,3-9,White,White,brown
17404,Female,30-39,Indian,Indian,black
03454,Male,3-9,White,White,brown
02340,Male,50-59,White,White,brown
16187,Male,3-9,White,White,brown
58215,Male,20-29,Black,Black,black
27182,Female,70+,White,White,brown
60072,Female,3-9,White,Asian,red
44788,Female,20-29,White,Asian,brown
07628,Male,3-9,White,White,blond
42704,Female,10-19,Southeast Asian,White,blond
36675,Female,20-29,East Asian,Asian,black
15246,Male,3-9,Southeast Asian,Asian,black
26762,Male,30-39,Black,Indian,black
08229,Male,40-49,Black,Black,black
10701,Male,30-39,White,White,brown
33538,Male,3-9,White,White,brown
57232,Male,0-2,White,White,blond
14742,Female,40-49,White,Asian,gray
12083,Male,10-19,East Asian,Asian,brown
09709,Male,40-49,White,White,brown
33628,Male,40-49,White,White,bald
41820,Male,40-49,White,White,gray
58751,Male,10-19,White,White,blond
28008,Female,3-9,White,White,red
26328,Male,40-49,Southeast Asian,Asian,black
08077,Male,30-39,White,White,brown
21347,Male,3-9,Indian,Indian,brown
59712,Male,40-49,White,White,brown
28093,Male,20-29,White,White,brown
53392,Male,3-9,East Asian,Asian,brown
00816,Female,3-9,Indian,Asian,brown
31332,Male,50-59,East Asian,Asian,brown
55923,Female,10-19,Southeast Asian,Asian,black
44015,Male,20-29,Latino_Hispanic,Indian,brown
45764,Male,30-39,White,White,brown
69807,Female,20-29,Southeast Asian,Asian,black
01947,Female,70+,White,White,blond
11584,Male,30-39,White,White,black
35629,Male,40-49,White,White,brown
46394,Male,3-9,White,White,blond
53032,Male,20-29,Indian,Indian,black
08330,Male,40-49,White,White,blond
03680,Male,20-29,White,White,brown
08176,Male,40-49,East Asian,Asian,brown
63266,Female,0-2,White,White,blond
18485,Female,60-69,Southeast Asian,Asian,black
65639,Male,3-9,Southeast Asian,Asian,brown
15981,Male,20-29,East Asian,Asian,black
05341,Female,3-9,White,White,blond
52001,Male,60-69,White,White,brown
03369,Female,20-29,White,White,blond
14253,Male,3-9,White,White,brown
45843,Male,20-29,East Asian,Asian,black
15732,Male,40-49,Latino_Hispanic,White,black
27574,Male,50-59,White,White,gray
14601,Male,20-29,East Asian,Asian,black
18846,Male,40-49,White,White,brown
51559,Female,0-2,White,White,brown
29857,Male,20-29,White,White,brown
22111,Male,70+,East Asian,Asian,bald
39056,Male,3-9,East Asian,Asian,black
32640,Male,20-29,East Asian,Asian,black
50719,Male,3-9,Black,Black,black
01068,Female,20-29,Indian,Black,black
08601,Male,30-39,East Asian,Asian,black
42502,Male,50-59,Southeast Asian,Asian,black
23578,Male,40-49,White,White,brown
15555,Male,3-9,White,White,brown
01092,Male,20-29,White,White,brown
20399,Male,30-39,White,White,brown
45814,Male,10-19,East Asian,Asian,black
01862,Male,50-59,White,White,gray
67041,Male,50-59,White,White,gray
67095,Male,20-29,White,White,brown
19633,Male,30-39,White,White,brown
43604,Male,30-39,White,White,brown
25545,Female,3-9,White,White,brown
13233,Male,3-9,East Asian,White,black
13454,Male,50-59,White,White,gray
51299,Male,40-49,White,Asian,brown
18484,Male,3-9,East Asian,Asian,brown
50093,Male,3-9,White,White,blond
61183,Male,3-9,Black,Black,blond
65703,Male,30-39,White,Asian,brown
61043,Male,20-29,White,White,black
37255,Female,0-2,White,White,blond
66729,Male,30-39,White,White,bald
43918,Male,50-59,White,White,brown
15985,Female,20-29,White,White,blond
43415,Male,60-69,White,White,gray
14667,Male,50-59,White,White,brown
15461,Male,50-59,Middle Eastern,White,gray
35200,Male,20-29,White,White,brown
13371,Female,3-9,Southeast Asian,Asian,brown
61082,Male,10-19,White,White,brown
36678,Male,50-59,White,White,brown
61402,Male,60-69,White,White,gray
36905,Female,30-39,Black,Black,black
16743,Male,50-59,Indian,Asian,gray
38782,Male,30-39,Latino_Hispanic,Asian,black
27206,Male,60-69,White,White,gray
31280,Male,20-29,Southeast Asian,Asian,brown
34485,Male,20-29,White,White,brown
44606,Male,20-29,White,White,brown
35027,Male,20-29,Indian,White,brown
03946,Male,20-29,Southeast Asian,Asian,black
15673,Male,3-9,White,White,brown
14345,Female,70+,White,Asian,gray
38980,Male,60-69,White,White,gray
03436,Female,40-49,White,White,brown
33134,Female,60-69,East Asian,Asian,gray
47127,Female,20-29,Southeast Asian,Asian,brown
68814,Male,20-29,White,White,brown
51750,Female,3-9,Latino_Hispanic,Asian,brown
52857,Male,30-39,East Asian,Asian,gray
35229,Male,20-29,White,White,black
51729,Male,0-2,White,Black,blond
12612,Female,20-29,East Asian,Asian,gray
32964,Male,20-29,White,White,gray
17267,Male,30-39,White,White,bald
12364,Male,50-59,White,White,brown
67885,Female,60-69,White,White,brown
60775,Female,3-9,White,White,brown
41778,Female,20-29,White,White,brown
58242,Male,20-29,White,White,blond
69303,Male,40-49,Southeast Asian,Asian,gray
28284,Male,50-59,Black,Black,black
67071,Male,20-29,White,White,brown
14536,Male,50-59,White,White,gray
41382,Male,30-39,Latino_Hispanic,Indian,brown
09395,Male,3-9,White,White,brown
04866,Male,20-29,Black,Black,black
45334,Male,20-29,White,White,brown
60542,Male,10-19,White,White,brown
47618,Male,20-29,White,White,brown
30039,Female,3-9,White,White,blond
41531,Male,20-29,White,White,brown
26270,Male,20-29,White,White,brown
31081,Male,3-9,White,White,red
35119,Male,60-69,Indian,Asian,gray
52590,Male,20-29,White,White,brown
14666,Male,20-29,Middle Eastern,White,black
53836,Male,30-39,White,White,brown
53249,Male,20-29,White,White,brown
06187,Male,50-59,White,White,black
36252,Male,3-9,East Asian,White,blond
57669,Male,10-19,White,White,brown
26489,Male,10-19,White,White,brown
14673,Male,60-69,Latino_Hispanic,White,bald
15873,Male,50-59,White,White,brown
17483,Male,30-39,White,White,black
66211,Male,50-59,White,White,gray
67952,Female,0-2,East Asian,Asian,black
61245,Male,0-2,Latino_Hispanic,Asian,blond
24637,Female,3-9,Southeast Asian,Asian,brown
21120,Male,20-29,East Asian,Asian,black
54637,Male,10-19,Southeast Asian,Black,blond
13560,Female,60-69,White,White,gray
46388,Male,50-59,Indian,Indian,black
15595,Female,30-39,White,White,blond
52167,Female,20-29,White,White,blond
37404,Female,3-9,East Asian,Asian,black
05409,Male,30-39,Middle Eastern,White,brown
15102,Male,50-59,White,White,gray
12426,Male,60-69,White,White,gray
47786,Male,20-29,White,White,brown
55188,Male,30-39,Latino_Hispanic,White,black
68714,Male,20-29,Latino_Hispanic,Asian,black
67896,Male,10-19,Indian,Asian,black
49590,Male,50-59,Black,Black,bald
00154,Male,30-39,White,White,brown
31548,Male,50-59,Southeast Asian,Black,brown
65907,Female,3-9,East Asian,Asian,black
12027,Male,30-39,White,White,brown
30442,Male,20-29,White,White,brown
62088,Male,10-19,White,White,brown
01656,Female,60-69,White,White,red
55258,Male,40-49,White,White,brown
59769,Male,30-39,White,White,brown
66663,Male,10-19,White,White,brown
46663,Male,20-29,White,White,brown
49401,Male,20-29,White,White,black
46102,Male,50-59,Southeast Asian,Asian,black
57507,Male,20-29,White,White,brown
58056,Female,20-29,White,White,blond
37132,Male,40-49,Latino_Hispanic,Asian,black
52761,Female,20-29,East Asian,Asian,black
54444,Male,70+,White,White,gray
55256,Male,50-59,White,White,gray
42990,Male,3-9,Southeast Asian,Asian,black
52161,Female,3-9,Black,Black,brown
13691,Female,70+,Latino_Hispanic,Black,brown
27094,Male,40-49,White,White,brown
66845,Male,70+,White,White,gray
64830,Male,3-9,White,White,blond
44774,Male,50-59,White,White,brown
30456,Male,10-19,Indian,Indian,brown
26890,Male,40-49,White,White,brown
26435,Male,20-29,White,White,brown
16025,Male,20-29,Black,Black,brown
31300,Male,50-59,White,White,gray
47823,Female,3-9,White,White,brown
59821,Female,3-9,Southeast Asian,Asian,black
69506,Male,20-29,White,White,bald
03010,Male,3-9,East Asian,Asian,brown
17695,Male,40-49,White,White,brown
57170,Male,60-69,Southeast Asian,Black,gray
00142,Male,60-69,White,White,gray
07933,Male,3-9,East Asian,Asian,brown
21409,Male,20-29,White,White,brown
18025,Male,50-59,Latino_Hispanic,White,gray
44954,Female,10-19,Southeast Asian,Asian,brown
59565,Male,30-39,White,White,brown
25709,Male,20-29,White,White,brown
06712,Male,20-29,Latino_Hispanic,White,black
52632,Male,30-39,White,White,brown
04306,Female,70+,White,White,brown
02598,Male,3-9,White,White,brown
32241,Male,3-9,White,White,brown
05690,Male,40-49,White,White,black
61532,Female,10-19,White,White,brown
36399,Male,30-39,White,White,black
25678,Male,20-29,Black,Black,black
51802,Male,20-29,White,White,gray
29416,Male,3-9,Black,Black,black
54140,Male,30-39,White,White,brown
46402,Female,40-49,White,White,blond
16843,Male,10-19,White,White,brown
68493,Female,70+,White,White,gray
44654,Male,30-39,White,White,black
47963,Male,0-2,White,White,blond
42135,Male,30-39,East Asian,Asian,black
31084,Male,60-69,White,White,bald
59481,Female,3-9,East Asian,Asian,brown
07636,Male,60-69,White,White,gray
47188,Male,0-2,White,White,blond
37149,Male,30-39,White,White,brown
13891,Male,20-29,Middle Eastern,White,brown
04445,Male,40-49,White,White,brown
64802,Male,20-29,White,White,brown
30501,Male,3-9,White,White,brown
57428,Female,40-49,White,White,blond
66804,Male,40-49,Latino_Hispanic,White,black
45240,Female,10-19,East Asian,Asian,black
22340,Male,40-49,White,White,brown
40496,Female,3-9,White,White,blond
20577,Female,40-49,White,White,brown
61219,Male,60-69,White,White,gray
02341,Male,20-29,East Asian,Asian,black
45964,Female,20-29,East Asian,Asian,black
43546,Male,3-9,White,White,blond
37964,Female,3-9,East Asian,Asian,brown
18147,Male,50-59,White,White,gray
03554,Female,70+,White,White,blond
15711,Male,40-49,White,White,brown
56657,Female,20-29,White,White,blond
13582,Male,40-49,White,White,brown
68580,Male,50-59,White,White,brown
53377,Male,20-29,White,White,gray
06147,Male,50-59,Middle Eastern,White,gray
06214,Male,50-59,White,White,brown
05168,Female,3-9,White,White,blond
00648,Male,20-29,White,White,brown
17671,Male,50-59,White,White,bald
64995,Female,20-29,White,Asian,brown
64102,Male,20-29,White,White,brown
08951,Male,60-69,Indian,Indian,gray
14177,Male,10-19,Southeast Asian,Asian,black
31120,Male,3-9,White,White,blond
64233,Female,40-49,White,White,brown
12777,Female,3-9,East Asian,White,blond
11171,Female,3-9,White,White,blond
33853,Male,30-39,Latino_Hispanic,Black,black
17692,Male,40-49,White,White,gray
29253,Male,50-59,White,White,gray
35689,Male,20-29,Black,Black,bald
45826,Male,10-19,East Asian,Asian,brown
50146,Male,50-59,White,White,gray
02632,Female,20-29,Southeast Asian,Asian,brown
06811,Male,10-19,White,White,brown
36309,Female,40-49,White,White,brown
36109,Male,40-49,East Asian,Asian,black
46964,Male,30-39,White,White,brown
47282,Male,10-19,East Asian,Asian,brown
18752,Male,20-29,White,White,brown
19024,Male,50-59,White,White,gray
03102,Male,60-69,White,White,gray
58794,Male,20-29,White,White,blond
29672,Male,30-39,White,White,black
66125,Male,3-9,East Asian,Asian,brown
36515,Male,60-69,White,White,brown
03176,Female,20-29,White,White,brown
54069,Male,30-39,White,White,brown
44657,Male,10-19,White,White,gray
26508,Male,40-49,White,White,bald
55959,Male,30-39,Latino_Hispanic,White,black
16813,Male,30-39,Southeast Asian,Asian,black
42200,Male,50-59,White,White,gray
40229,Male,0-2,White,White,blond
57897,Male,30-39,White,White,brown
29376,Male,20-29,White,White,brown
09330,Male,50-59,White,White,black
44297,Male,20-29,White,White,bald
22544,Male,40-49,White,White,brown
19063,Female,60-69,White,White,blond
05776,Male,20-29,East Asian,White,brown
35578,Male,20-29,East Asian,Asian,black
14597,Male,30-39,White,White,black
08603,Male,30-39,East Asian,Asian,brown
69279,Male,40-49,White,White,blond
38212,Male,60-69,White,White,gray
58615,Male,50-59,White,White,brown
04401,Male,40-49,Black,Black,bald
34906,Female,3-9,White,White,brown
22183,Female,3-9,White,White,brown
56210,Male,50-59,White,White,gray
69158,Male,20-29,East Asian,Asian,black
19872,Male,3-9,Black,Black,black
04608,Male,40-49,White,White,black
07849,Female,30-39,White,White,black
56753,Male,20-29,Southeast Asian,Asian,black
32792,Male,10-19,White,White,brown
03321,Female,0-2,White,White,brown
53743,Male,40-49,White,White,brown
61162,Male,50-59,White,White,bald
13308,Female,3-9,White,White,blond
00557,Male,3-9,East Asian,Asian,black
15509,Male,20-29,East Asian,Asian,black
40385,Male,10-19,Southeast Asian,Asian,black
49919,Male,70+,East Asian,Asian,gray
66237,Male,30-39,Indian,Indian,black
24722,Male,3-9,Southeast Asian,Asian,black
56368,Male,3-9,White,White,brown
58563,Male,20-29,East Asian,Asian,black
03427,Male,40-49,White,White,black
02665,Female,60-69,White,White,blond
56328,Male,20-29,White,White,brown
63078,Male,60-69,East Asian,Asian,bald
26979,Male,30-39,White,White,gray
21197,Male,20-29,Southeast Asian,Asian,black
62859,Male,50-59,White,White,gray
49627,Female,3-9,Indian,Indian,brown
56553,Male,50-59,White,White,bald
41920,Male,20-29,White,White,brown
49479,Male,3-9,White,White,blond
29776,Male,50-59,White,White,brown
63466,Male,30-39,White,White,black
48701,Female,10-19,East Asian,Asian,brown
65775,Male,10-19,Latino_Hispanic,Indian,black
48509,Male,60-69,Indian,Indian,gray
39921,Male,30-39,East Asian,White,brown
43075,Male,40-49,Indian,Asian,black
37339,Male,0-2,White,White,blond
49241,Male,30-39,Latino_Hispanic,White,black
54458,Female,60-69,White,White,gray
43425,Female,10-19,White,White,blond
46795,Male,20-29,East Asian,Asian,black
38717,Male,30-39,White,White,brown
55206,Female,3-9,White,White,blond
01376,Male,20-29,White,White,brown
33692,Female,3-9,White,White,brown
15602,Male,40-49,White,White,brown
40646,Female,50-59,White,White,brown
62650,Male,0-2,White,White,blond
36318,Male,30-39,Southeast Asian,Black,black
21547,Male,20-29,Black,Black,black
37246,Male,10-19,Latino_Hispanic,White,brown
43100,Male,40-49,White,White,brown
11203,Male,40-49,White,White,black
55155,Male,3-9,White,White,brown
61508,Male,10-19,Southeast Asian,Asian,black
17042,Male,20-29,East Asian,Asian,brown
55000,Female,0-2,White,Asian,brown
55824,Male,3-9,Latino_Hispanic,Indian,brown
03066,Female,20-29,East Asian,White,brown
14647,Male,20-29,Southeast Asian,Asian,black
40513,Female,3-9,White,White,blond
35293,Female,3-9,White,White,blond
05724,Female,3-9,East Asian,Asian,black
30667,Male,20-29,Southeast Asian,White,black
59139,Male,30-39,East Asian,Asian,black
19928,Male,3-9,East Asian,Asian,brown
18352,Male,60-69,White,White,gray
29746,Female,3-9,White,White,blond
29497,Female,40-49,White,White,red
57070,Male,20-29,White,White,brown
04203,Female,20-29,White,White,blond
59804,Male,20-29,White,White,red
17604,Male,30-39,White,White,brown
07488,Female,0-2,White,White,blond
08847,Female,20-29,White,White,brown
47100,Female,10-19,Latino_Hispanic,Indian,brown
39107,Male,50-59,White,White,brown
43412,Male,20-29,White,White,brown
33561,Male,30-39,Black,Black,brown
06904,Female,3-9,White,White,brown
48611,Male,0-2,White,White,blond
15254,Male,50-59,Black,Black,black
28472,Female,3-9,East Asian,Asian,black
62865,Male,20-29,Southeast Asian,Asian,brown
30005,Female,3-9,White,Asian,brown
69999,Male,50-59,White,White,brown
19204,Male,3-9,White,White,blond
61414,Male,20-29,White,White,black
56716,Male,60-69,White,White,blond
00626,Male,20-29,White,White,brown
02210,Male,60-69,Southeast Asian,White,gray
46705,Male,10-19,White,White,brown
13513,Female,3-9,White,White,blond
01886,Female,10-19,White,White,blond
47622,Female,40-49,White,White,gray
51934,Male,60-69,White,White,gray
55228,Female,3-9,East Asian,Asian,brown
24870,Male,40-49,White,White,brown
37993,Male,10-19,White,White,blond
32456,Female,3-9,East Asian,Asian,brown
11858,Male,20-29,Latino_Hispanic,White,black
01436,Male,50-59,Latino_Hispanic,White,gray
53707,Female,10-19,White,White,brown
45802,Male,20-29,Indian,Indian,black
47018,Female,40-49,White,White,blond
39897,Male,50-59,White,White,gray
40721,Male,30-39,White,White,brown
09628,Male,10-19,White,White,brown
11459,Male,10-19,Black,Black,black
54296,Male,30-39,White,White,brown
49393,Male,20-29,East Asian,Asian,black
50640,Male,60-69,White,White,brown
28722,Male,30-39,White,White,brown
37230,Male,10-19,White,White,brown
33232,Male,50-59,White,White,gray
19843,Male,20-29,White,White,blond
21282,Male,40-49,White,White,gray
12869,Female,70+,Southeast Asian,Asian,gray
68095,Female,3-9,White,White,blond
09734,Female,0-2,White,White,blond
48493,Male,20-29,White,White,brown
68603,Male,50-59,White,White,gray
51859,Male,30-39,Black,Black,bald
05763,Male,60-69,East Asian,Asian,gray
30900,Male,50-59,East Asian,White,brown
29252,Male,3-9,White,White,blond
47259,Male,10-19,Southeast Asian,Black,bald
17186,Male,40-49,White,White,brown
01026,Male,0-2,White,White,blond
00874,Male,50-59,White,White,gray
65311,Male,3-9,Latino_Hispanic,Asian,brown
46906,Male,60-69,Latino_Hispanic,White,gray
03517,Male,30-39,White,White,brown
26783,Male,30-39,Indian,Indian,black
52125,Female,60-69,Black,Asian,blond
60344,Male,20-29,White,White,brown
69774,Male,60-69,White,White,brown
62739,Male,0-2,White,White,blond
31936,Male,20-29,Latino_Hispanic,Black,brown
45456,Female,30-39,Black,Black,black
28389,Male,30-39,White,White,brown
33233,Male,50-59,White,White,gray
35617,Male,30-39,White,White,brown
49255,Male,3-9,East Asian,Asian,brown
09300,Male,3-9,White,White,brown
39415,Male,10-19,White,White,brown
30121,Male,10-19,White,White,blond
14327,Female,20-29,East Asian,Asian,black
42562,Male,50-59,White,White,gray
09510,Male,20-29,East Asian,White,brown
18119,Male,60-69,East Asian,Asian,bald
06529,Female,40-49,White,White,blond
68130,Male,3-9,Indian,Indian,black
18767,Female,70+,East Asian,Asian,brown
52452,Female,0-2,White,White,blond
36073,Male,20-29,White,White,brown
01203,Female,3-9,White,White,brown
35960,Male,50-59,White,White,bald
54408,Female,10-19,Black,Black,brown
52961,Male,10-19,White,White,blond
55156,Female,20-29,East Asian,Asian,black
28014,Male,30-39,White,White,brown
67603,Female,20-29,White,White,blond
26376,Female,3-9,White,White,brown
63778,Male,3-9,Southeast Asian,Asian,black
26306,Male,3-9,Black,Black,black
48403,Male,20-29,White,White,brown
63262,Male,20-29,White,White,brown
06992,Male,70+,White,White,gray
66976,Male,10-19,White,White,blond
12240,Female,20-29,White,White,black
07654,Female,3-9,White,White,blond
69782,Male,3-9,White,White,brown
44782,Male,40-49,Indian,Indian,brown
46141,Male,0-2,White,White,blond
33551,Male,40-49,White,White,gray
46559,Male,20-29,White,White,red
57515,Female,3-9,East Asian,Asian,brown
42821,Male,60-69,White,White,gray
57210,Male,30-39,Indian,Indian,brown
28781,Female,20-29,East Asian,Asian,black
63274,Female,3-9,White,White,blond
66448,Male,30-39,White,White,blond
44582,Male,30-39,Black,Black,black
06537,Female,10-19,East Asian,Asian,black
06142,Male,50-59,White,White,gray
55286,Male,3-9,White,White,brown
62114,Female,40-49,White,White,brown
59919,Male,3-9,White,White,blond
01955,Male,10-19,White,White,brown
44759,Male,10-19,Southeast Asian,Asian,brown
63608,Female,3-9,White,White,blond
19068,Male,3-9,White,White,blond
13556,Male,20-29,Latino_Hispanic,Asian,brown
57084,Male,3-9,East Asian,Asian,blond
45355,Female,3-9,East Asian,Asian,blond
54076,Male,10-19,East Asian,Asian,black
11216,Female,20-29,White,Asian,black
04944,Male,3-9,White,White,brown
22119,Female,3-9,White,White,blond
34127,Male,40-49,White,White,brown
27532,Male,20-29,Southeast Asian,Asian,black
32868,Female,0-2,White,White,blond
59381,Male,40-49,Latino_Hispanic,White,black
67268,Male,20-29,Latino_Hispanic,Indian,black
19656,Male,30-39,Indian,Indian,black
45373,Male,30-39,White,White,black
39173,Male,40-49,White,White,brown
59136,Male,50-59,White,White,brown
32320,Female,20-29,East Asian,Asian,black
25381,Male,20-29,Black,Black,black
25366,Male,20-29,White,White,brown
51860,Female,3-9,Indian,Black,brown
16081,Male,40-49,White,White,gray
45730,Female,3-9,White,White,blond
07576,Male,40-49,White,White,blond
38933,Male,20-29,White,Asian,brown
56678,Male,20-29,White,White,brown
55355,Female,0-2,White,White,blond
07987,Male,10-19,Indian,Asian,black
25314,Female,20-29,East Asian,Asian,black
11963,Male,3-9,White,White,brown
04775,Male,3-9,Indian,White,brown
38871,Male,10-19,Southeast Asian,Asian,black
56701,Male,40-49,White,White,brown
53752,Female,3-9,Black,Black,brown
48545,Male,40-49,White,White,bald
05602,Male,20-29,White,White,brown
26377,Male,20-29,White,White,brown
12946,Male,60-69,White,White,brown
50446,Male,50-59,Black,Black,black
11811,Male,30-39,Middle Eastern,White,black
48562,Male,30-39,White,White,bald
15109,Male,40-49,Indian,Indian,black
03974,Female,3-9,Latino_Hispanic,White,brown
02396,Male,20-29,White,White,brown
45754,Male,10-19,White,White,black
23254,Female,30-39,Black,Black,black
33874,Male,60-69,White,White,bald
40356,Female,20-29,East Asian,Asian,brown
13551,Male,3-9,Black,Black,black
16599,Male,30-39,White,White,brown
19232,Male,3-9,Southeast Asian,Asian,brown
66467,Male,10-19,East Asian,Asian,black
01479,Male,40-49,White,White,brown
22372,Female,50-59,White,White,red
40245,Male,3-9,Southeast Asian,Indian,brown
19643,Female,20-29,East Asian,White,blond
53750,Male,20-29,White,White,brown
38074,Male,3-9,Latino_Hispanic,Asian,brown
28084,Male,20-29,White,White,brown
54432,Male,50-59,White,White,brown
42213,Male,60-69,White,White,bald
23510,Male,50-59,White,White,gray
65287,Female,40-49,Black,Black,black
02320,Female,0-2,White,White,blond
27457,Male,40-49,White,White,gray
68189,Female,10-19,White,White,blond
09318,Male,20-29,East Asian,Asian,black
68586,Male,3-9,White,White,blond
00556,Female,40-49,Southeast Asian,Asian,blond
39733,Female,3-9,White,White,blond
50247,Male,10-19,White,White,brown
60182,Male,40-49,Indian,White,brown
45566,Female,10-19,White,Asian,brown
05939,Male,40-49,White,White,brown
40507,Male,3-9,White,White,brown
09219,Male,50-59,White,White,blond
45668,Male,50-59,White,White,gray
11544,Male,40-49,Southeast Asian,Asian,bald
23928,Male,40-49,White,White,brown
38512,Male,60-69,White,White,gray
56232,Male,40-49,White,White,gray
17830,Male,40-49,Indian,Indian,black
46737,Female,3-9,White,White,blond
15694,Male,30-39,White,White,brown
45553,Female,0-2,White,White,blond
11823,Male,20-29,White,White,brown
27901,Male,30-39,Indian,Indian,black
32524,Female,10-19,East Asian,Asian,black
02490,Male,40-49,White,White,black
57746,Male,40-49,White,White,brown
45111,Male,20-29,East Asian,Asian,black
47329,Male,20-29,East Asian,Asian,black
62419,Male,3-9,White,White,brown
20720,Male,20-29,Black,Black,black
68679,Male,40-49,White,White,gray
42623,Male,10-19,Southeast Asian,Asian,brown
33103,Male,30-39,White,White,black
22864,Male,30-39,White,White,brown
38837,Male,20-29,White,White,black
18577,Male,20-29,White,White,brown
28263,Male,20-29,White,White,brown
05309,Male,50-59,Black,Black,gray
48948,Male,3-9,White,White,other
05585,Male,3-9,White,Asian,black
66262,Male,0-2,White,Asian,blond
64719,Male,3-9,White,Asian,brown
12543,Male,20-29,White,Asian,red
58768,Male,50-59,White,White,gray
53077,Male,50-59,Latino_Hispanic,Indian,gray
20117,Female,20-29,White,White,red
08862,Male,30-39,White,White,brown
35420,Male,30-39,White,White,black
37779,Male,3-9,White,Asian,blond
00880,Male,20-29,White,White,brown
29374,Male,3-9,White,Asian,blond
55244,Male,20-29,White,White,black
61241,Male,20-29,East Asian,White,brown
36058,Male,20-29,Southeast Asian,Asian,brown
19788,Male,40-49,White,White,bald
00023,Male,30-39,White,White,brown
53823,Male,10-19,Indian,Black,black
63382,Male,3-9,White,White,brown
12691,Male,30-39,White,White,brown
47789,Male,10-19,White,White,brown
06695,Male,20-29,White,White,black
06072,Male,20-29,White,White,brown
56346,Female,3-9,White,White,blond
48932,Male,20-29,Indian,Indian,black
23104,Male,40-49,White,White,gray
08490,Male,40-49,White,White,blond
48928,Male,60-69,White,White,gray
28458,Male,3-9,White,White,blond
04992,Male,20-29,Latino_Hispanic,White,black
30449,Male,0-2,East Asian,Asian,brown
06557,Male,60-69,White,White,gray
69898,Male,60-69,White,White,gray
42152,Male,3-9,Southeast Asian,Asian,brown
35246,Female,0-2,White,White,brown
21538,Male,40-49,Indian,White,black
64872,Male,3-9,White,White,brown
51660,Male,20-29,White,White,black
59945,Female,3-9,East Asian,Asian,brown
22089,Female,3-9,White,White,brown
03660,Male,50-59,White,White,gray
31315,Male,30-39,White,White,gray
22560,Male,30-39,White,White,brown
67130,Male,60-69,Southeast Asian,Asian,bald
38291,Male,50-59,East Asian,Asian,black
20540,Male,30-39,White,White,brown
20451,Male,50-59,White,White,brown
10250,Male,10-19,Indian,Indian,black
38345,Male,50-59,Indian,Indian,gray
27310,Male,30-39,White,White,black
42082,Male,20-29,White,White,brown
49305,Male,40-49,White,White,brown
06419,Male,40-49,White,Asian,blond
07228,Male,30-39,East Asian,Asian,black
40361,Male,50-59,White,White,black
52289,Male,50-59,White,White,gray
59995,Male,20-29,White,White,brown
03470,Male,3-9,Southeast Asian,Asian,brown
41472,Male,50-59,White,White,bald
35302,Female,40-49,White,White,brown
07524,Male,50-59,White,White,gray
09519,Male,20-29,White,White,brown
06189,Male,40-49,White,White,brown
69702,Female,0-2,White,White,blond
45793,Female,3-9,White,White,blond
32306,Male,30-39,Southeast Asian,Asian,brown
54866,Male,0-2,White,Asian,brown
25239,Male,20-29,White,White,black
00286,Male,3-9,White,White,brown
